regime,ne_cent_mm,ne_obs_mm,ne_obs_applied,sw_cent_mm,sw_obs_mm,sw_obs_applied,ne_yaw_cv,sw_yaw_cv,ne_u_B_std_deg,sw_u_B_std_deg
uB_sweep_Rwb_locked,106.3444,106.3444,0,84.9328,84.9328,0,0.0000,0.0000,78.5158,127.4757
